id,frame,localx,localy,length,width,speedx,speedy,accx,accy,class,lane,precedingid,speedr,gap,yaw,maneuver,leftlane,rightlane,id-left-pre,localy-left-pre,speedy-left-pre,id-left-foll,localy-left-foll,speedy-left-foll,id-right-pre,localy-right-pre,speedy-right-pre,id-right-foll,localy-right-foll,speedy-right-foll
13,313,12.8497584,85.918548,4.51104,1.95072,0.146304,0.993648,-0.03048,0.03048,2,4,15,0.377952,5.167884,81.62399452,1,3,5,50,91.9145736,1.825752,51,76.4136648,2.066544,4,93.8329848,1.307592,27,85.9030032,1.115568
13,314,12.8643888,86.0173032,4.51104,1.95072,0.146304,0.987552,0,-0.06096,2,4,15,0.387096,5.2065936,81.57303098,1,3,5,50,92.0974536,1.8288,51,76.6203192,2.066544,4,93.9829464,1.499616,27,86.0148648,1.118616
13,315,12.879324,86.1130104,4.51104,1.95072,0.149352,0.957072,0.03048,-0.3048,2,4,15,0.414528,5.2480464,81.13047381,1,3,5,50,92.2803336,1.8288,51,76.8266688,2.063496,27,86.1267264,1.118616,31,68.9402736,3.264408
13,316,12.8951736,86.2074984,4.51104,1.95072,0.158496,0.94488,0.09144,-0.12192,2,4,15,0.423672,5.2904136,80.47774499,1,3,5,50,92.4629088,1.825752,51,77.0333232,2.066544,27,86.238588,1.118616,31,69.2664096,3.26136
13,317,12.909804,86.31174,4.51104,1.95072,0.146304,1.042416,-0.12192,0.97536,2,4,15,0.310896,5.3215032,82.01067323,1,3,5,50,92.6457888,1.8288,51,77.2399776,2.066544,27,86.3501448,1.115568,31,69.5928504,3.264408
13,318,12.9198624,86.4415848,4.51104,1.95072,0.100584,1.298448,-0.4572,2.56032,2,4,15,0.048768,5.32638,85.5704407,1,3,5,50,92.8286688,1.8288,51,77.446632,2.066544,27,86.4620064,1.118616,31,69.9192912,3.264408
13,319,12.92352,86.6049576,4.51104,1.95072,0.036576,1.633728,-0.64008,3.3528,2,4,15,-0.2286,5.30352,88.71747292,1,3,5,50,93.0115488,1.8288,51,77.6505432,2.039112,4,94.7489088,1.527048,27,86.5735632,1.115568
13,320,12.9229104,86.7939336,4.51104,1.95072,-0.006096,1.88976,-0.42672,2.56032,2,4,15,-0.326136,5.2709064,90.18482445,1,3,5,50,93.197172,1.856232,51,77.859636,2.090928,4,94.9022232,1.533144,27,86.6854248,1.118616
13,321,12.9207768,86.9923584,4.51104,1.95072,-0.021336,1.984248,-0.1524,0.94488,2,4,15,-0.207264,5.25018,90.61605991,1,3,5,50,93.377004,1.79832,51,78.079092,2.19456,4,95.054928,1.527048,27,86.7972864,1.118616
13,322,12.9198624,87.1898688,4.51104,1.95072,-0.009144,1.975104,0.12192,-0.09144,2,4,15,-0.03048,5.247132,90.26525634,1,3,5,50,93.5455584,1.685544,51,78.3028152,2.237232,4,95.2070232,1.520952,27,86.9088432,1.115568
13,323,12.9192528,87.3840264,4.51104,1.95072,-0.006096,1.941576,0.03048,-0.33528,2,4,15,0.073152,5.2544472,90.17989197,1,3,5,50,93.7089312,1.633728,51,78.5222712,2.19456,4,95.3591184,1.520952,27,87.0207048,1.118616
13,324,12.9183384,87.5784888,4.51104,1.95072,-0.009144,1.944624,-0.03048,0.03048,2,4,15,0.064008,5.260848,90.26941391,1,3,5,50,93.875352,1.664208,51,78.731364,2.090928,4,95.5112136,1.520952,27,87.1325664,1.118616
13,325,12.917424,87.7708176,4.51104,1.95072,-0.009144,1.923288,0,-0.21336,2,4,15,0.06096,5.266944,90.2724026,1,3,5,50,94.0533552,1.780032,51,78.93558,2.04216,4,95.6636136,1.524,27,87.2441232,1.115568
13,326,12.9162048,87.9567456,4.51104,1.95072,-0.012192,1.85928,-0.03048,-0.64008,2,4,15,0.118872,5.2788312,90.37570464,1,3,5,50,94.2417216,1.883664,51,79.1419296,2.063496,4,95.8166232,1.530096,27,87.3568992,1.12776
13,327,12.9171192,88.151208,4.51104,1.95072,0.009144,1.944624,0.21336,0.85344,2,4,15,0.033528,5.282184,89.73058609,1,3,5,50,94.4395368,1.978152,51,79.348584,2.066544,4,95.9681088,1.514856,27,87.4705896,1.136904
13,328,12.9134616,88.375236,4.51104,1.95072,-0.036576,2.24028,-0.4572,2.95656,2,4,15,-0.25908,5.256276,90.9353582,1,3,5,50,94.6532016,2.136648,51,79.5552384,2.066544,4,96.1153272,1.472184,27,87.5769648,1.063752
13,329,12.8997456,88.6257816,4.51104,1.95072,-0.13716,2.505456,-1.00584,2.65176,2,4,15,-0.524256,5.2038504,93.13350243,1,3,5,50,94.8793632,2.261616,51,79.7618928,2.066544,4,96.2652888,1.499616,27,87.67572,0.987552
13,330,12.9177288,88.8723648,4.51104,1.95072,0.179832,2.465832,3.16992,-0.39624,2,4,15,-0.484632,5.1553872,85.82882964,1,3,5,50,95.1100968,2.307336,51,79.9685472,2.066544,4,96.4332336,1.679448,27,87.7802664,1.045464
13,331,12.9475992,89.0729232,4.51104,1.95072,0.298704,2.005584,1.18872,-4.60248,2,4,15,-0.021336,5.1532536,81.52885537,1,3,5,50,95.3405256,2.304288,51,80.1748968,2.063496,4,96.627696,1.944624,27,87.9152928,1.350264
100,470,12.4108464,68.864988,4.69392,1.79832,0.155448,4.614672,0.03048,8.66E-13,2,4,84,-0.637032,10.15746,88.07068675,1,3,5,86,86.2257864,3.313176,90,59.432952,3.206496,67,71.634096,3.788664,77,52.2939264,2.886456
100,471,12.4260864,69.3264552,4.69392,1.79832,0.1524,4.614672,-0.03048,0,2,4,84,-0.481584,10.1093016,88.10848867,1,3,5,86,86.557104,3.313176,90,59.7523824,3.194304,67,72.0419184,4.078224,77,52.6136616,3.197352
100,472,12.4416312,69.7879224,4.69392,1.79832,0.155448,4.614672,0.03048,-8.66E-13,2,4,84,-0.637032,10.0455984,88.07068675,1,3,5,86,86.8884216,3.313176,90,60.066936,3.145536,67,72.4409016,3.989832,77,52.9355304,3.218688
100,473,12.4568712,70.2493896,4.69392,1.79832,0.1524,4.614672,-0.03048,8.66E-13,2,4,84,-0.917448,9.9538536,88.10848867,1,3,5,86,87.2197392,3.313176,90,60.3817944,3.148584,67,72.8078808,3.669792,77,53.2488648,3.133344
100,474,12.472416,70.7108568,4.69392,1.79832,0.155448,4.614672,0.03048,0,2,4,84,-1.121664,9.8416872,88.07068675,1,3,5,86,87.5510568,3.313176,90,60.7125024,3.30708,67,73.1571816,3.493008,77,53.5542744,3.054096
100,475,12.487656,71.172324,4.69392,1.79832,0.1524,4.614672,-0.03048,-8.66E-13,2,4,84,-1.069848,9.7347024,88.10848867,1,3,5,86,87.8820696,3.310128,90,61.0825296,3.700272,67,73.5256848,3.685032,77,53.8517592,2.974848
100,476,12.5032008,71.6334864,4.69392,1.79832,0.155448,4.611624,0.03048,-0.03048,2,4,84,-0.917448,9.6429576,88.06941256,1,3,5,86,88.2133872,3.313176,90,61.4897424,4.072128,67,73.927716,4.020312,77,54.1425384,2.907792
100,477,12.5187456,72.0949536,4.69392,1.79832,0.155448,4.614672,0,0.03048,2,4,84,-0.874776,9.55548,88.07068675,1,3,5,86,88.5447048,3.313176,90,61.9362744,4.46532,67,74.359008,4.31292,77,54.4308792,2.883408
